"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order","recency","total_orders","total_sales","avg_order_value","total_quantity","total_products","lifespan","monthly_spend"
823,AW00011822,Rohinton Wadia,54,"50 and above",new,2013-08-26,157,3,87,29,3,3,3,29.0000000000000000
824,AW00011823,Morgan Turner,48,"40 - 49",new,2014-01-23,152,16,263,16,16,16,8,32.8750000000000000
825,AW00011824,Jill Martin,48,"40 - 49",new,2014-01-09,152,11,240,21,11,11,10,24.0000000000000000
826,AW00011825,Aimee She,54,"50 and above",VIP,2013-02-12,163,3,5900,1966,3,3,16,368.7500000000000000
827,AW00011826,Jessie Alonso,55,"50 and above",VIP,2013-02-15,163,2,5898,2949,2,2,16,368.6250000000000000
828,AW00011827,Sara Baker,46,"40 - 49",new,2013-12-09,153,15,511,34,15,15,10,51.1000000000000000
829,AW00011828,Katherine Martinez,46,"40 - 49",new,2013-04-19,161,3,94,31,3,3,0,0
830,AW00011829,Sophia Campbell,51,"50 and above",new,2013-06-21,159,6,131,21,6,6,3,43.6666666666666667
831,AW00011830,Taylor Garcia,52,"50 and above",VIP,2013-01-30,164,4,5930,1482,4,4,16,370.6250000000000000
832,AW00011831,Christian Ross,51,"50 and above",VIP,2013-02-10,163,3,5933,1977,3,3,16,370.8125000000000000
833,AW00011832,Zoe Murphy,50,"50 and above",new,2013-09-09,156,4,125,31,4,4,7,17.8571428571428571
834,AW00011833,Oscar Price,44,"40 - 49",new,2013-11-28,154,11,240,21,11,11,5,48.0000000000000000
835,AW00011834,Fernando Flores,44,"40 - 49",VIP,2013-02-13,163,3,5908,1969,3,3,16,369.2500000000000000
836,AW00011835,Elijah Russell,55,"50 and above",new,2013-05-18,160,7,4772,681,7,7,4,1193.0000000000000000
837,AW00011836,Garrett Travers,55,"50 and above",new,2013-04-22,161,2,70,35,2,2,1,70.0000000000000000
838,AW00011837,Haley Alexander,50,"50 and above",VIP,2013-02-20,163,5,5923,1184,5,5,16,370.1875000000000000
839,AW00011838,Justin Rodriguez,56,"50 and above",new,2013-08-28,157,6,135,22,6,6,3,45.0000000000000000
840,AW00011839,Tyler Brown,50,"50 and above",VIP,2013-06-12,159,4,5955,1488,4,4,20,297.7500000000000000
841,AW00011840,Julian Patterson,50,"50 and above",new,2013-05-04,160,3,87,29,3,3,1,87.0000000000000000
842,AW00011841,Sean Nelson,57,"50 and above",new,2013-11-06,154,13,307,23,13,13,6,51.1666666666666667
843,AW00011842,Justin Wilson,56,"50 and above",new,2013-12-04,153,4,99,24,4,4,7,14.1428571428571429
844,AW00011843,Christy Nara,50,"50 and above",new,2013-03-08,162,5,116,23,5,5,1,116.0000000000000000
845,AW00011844,Michele Alvarez,56,"50 and above",new,2014-01-11,152,4,125,31,4,4,3,41.6666666666666667
846,AW00011845,Natalie Jones,96,"50 and above",new,2013-12-09,153,11,197,17,11,11,10,19.7000000000000000
847,AW00011846,Savannah Reed,56,"50 and above",new,2013-07-10,158,2,85,42,2,2,3,28.3333333333333333
848,AW00011847,Cassidy Diaz,56,"50 and above",new,2013-11-15,154,4,125,31,4,4,5,25.0000000000000000
849,AW00011848,Joshua Lewis,51,"50 and above",new,2013-12-06,153,4,92,23,4,4,5,18.4000000000000000
850,AW00011849,Faith Reed,56,"50 and above",new,2014-01-11,152,5,258,51,5,5,2,129.0000000000000000
851,AW00011850,Brooke Ramirez,46,"40 - 49",new,2013-06-03,159,5,149,29,5,5,2,74.5000000000000000
852,AW00011851,Jada Mitchell,57,"50 and above",new,2013-12-05,153,2,85,42,2,2,6,14.1666666666666667
853,AW00011852,Kyle Russell,57,"50 and above",new,2013-09-02,156,4,125,31,4,4,2,62.5000000000000000
854,AW00011853,Grace Jones,46,"40 - 49",new,2013-06-20,159,3,90,30,3,3,1,90.0000000000000000
855,AW00011854,Jason Mitchell,52,"50 and above",VIP,2013-06-15,159,8,5985,748,8,8,20,299.2500000000000000
856,AW00011855,Christian Walker,52,"50 and above",new,2013-09-11,156,3,90,30,3,3,5,18.0000000000000000
857,AW00011856,Seth Hernandez,57,"50 and above",new,2013-12-31,153,5,134,26,5,5,1,134.0000000000000000
858,AW00011857,Isabella Young,52,"50 and above",new,2013-12-05,153,4,125,31,4,4,2,62.5000000000000000
859,AW00011858,Jordan Coleman,58,"50 and above",new,2013-07-12,158,2,85,42,2,2,4,21.2500000000000000
860,AW00011859,Blake Garcia,58,"50 and above",new,2013-12-01,153,3,72,24,3,3,8,9.0000000000000000
861,AW00011860,Nicole Walker,59,"50 and above",new,2013-11-12,154,2,70,35,2,2,4,17.5000000000000000
862,AW00011861,Katherine Carter,58,"50 and above",new,2013-12-22,153,13,287,22,13,13,7,41.0000000000000000
863,AW00011862,Olivia Peterson,54,"50 and above",new,2013-10-23,155,5,209,41,5,5,5,41.8000000000000000
864,AW00011863,Jessica Wood,59,"50 and above",new,2013-09-04,156,3,48,16,3,3,0,0
865,AW00011864,Elizabeth Thompson,59,"50 and above",new,2013-06-06,159,3,48,16,3,3,3,16.0000000000000000
866,AW00011865,Chloe Rivera,60,"50 and above",new,2013-10-06,155,4,115,28,4,4,8,14.3750000000000000
867,AW00011866,Lucas Scott,59,"50 and above",new,2013-04-27,161,2,43,21,2,2,2,21.5000000000000000
868,AW00011867,Nathaniel James,55,"50 and above",new,2013-10-23,155,4,83,20,4,4,4,20.7500000000000000
869,AW00011868,Jessica Peterson,53,"50 and above",new,2013-12-17,153,11,248,22,11,11,10,24.8000000000000000
870,AW00011869,Kaitlyn Adams,42,"40 - 49",new,2014-01-16,152,14,268,19,14,14,10,26.8000000000000000
871,AW00011870,Jillian Garcia,48,"40 - 49",new,2014-01-17,152,5,242,48,5,5,6,40.3333333333333333
872,AW00011871,Dalton Bennett,48,"40 - 49",new,2013-05-29,160,2,70,35,2,2,3,23.3333333333333333
873,AW00011872,Faith Patterson,48,"40 - 49",VIP,2013-06-25,159,5,5948,1189,5,5,20,297.4000000000000000
874,AW00011873,Ryan Zhang,53,"50 and above",VIP,2013-06-06,159,5,5923,1184,5,5,20,296.1500000000000000
875,AW00011874,Adrian Bell,48,"40 - 49",new,2014-01-18,152,5,72,14,5,5,6,12.0000000000000000
876,AW00011875,Jonathan Brown,60,"50 and above",new,2014-01-27,152,11,292,26,11,11,9,32.4444444444444444
877,AW00011876,Madison White,60,"50 and above",new,2013-09-24,156,4,83,20,4,4,3,27.6666666666666667
878,AW00011877,Alexis Diaz,60,"50 and above",new,2013-12-28,153,2,43,21,2,2,2,21.5000000000000000
879,AW00011878,Christine Nara,55,"50 and above",new,2013-12-12,153,4,83,20,4,4,1,83.0000000000000000
880,AW00011879,Edgar Sai,54,"50 and above",new,2013-11-02,154,5,107,21,5,5,9,11.8888888888888889
881,AW00011880,Melissa Sanchez,61,"50 and above",new,2013-11-03,154,4,50,12,4,4,7,7.1428571428571429
882,AW00011881,Richard Mitchell,61,"50 and above",new,2013-12-17,153,7,149,21,7,7,0,0
883,AW00011882,Patrick Stewart,51,"50 and above",new,2013-07-12,158,3,48,16,3,3,5,9.6000000000000000
884,AW00011883,Hannah Anderson,61,"50 and above",new,2013-11-14,154,4,77,19,4,4,9,8.5555555555555556
885,AW00011884,Latoya Shen,56,"50 and above",new,2013-12-29,153,4,110,27,4,4,10,11.0000000000000000
886,AW00011885,Kurt Sharma,56,"50 and above",VIP,2013-02-04,163,3,5900,1966,3,3,16,368.7500000000000000
887,AW00011886,Katelyn Parker,63,"50 and above",VIP,2013-06-17,159,4,5897,1474,4,4,20,294.8500000000000000
888,AW00011887,Joseph White,62,"50 and above",new,2013-06-27,159,4,83,20,4,4,1,83.0000000000000000
889,AW00011888,Aaron Ross,56,"50 and above",new,2013-03-18,162,3,2377,792,3,3,0,0
890,AW00011889,Blake Patterson,62,"50 and above",new,2013-03-04,162,4,50,12,4,4,1,50.0000000000000000
891,AW00011890,Whitney Lopez,62,"50 and above",new,2013-07-05,158,6,130,21,6,6,4,32.5000000000000000
892,AW00011891,Jamie Liang,57,"50 and above",new,2013-06-30,159,4,110,27,4,4,3,36.6666666666666667
893,AW00011892,Julio Ortega,51,"50 and above",VIP,2013-07-22,158,5,8119,1623,5,5,22,369.0454545454545455
894,AW00011893,Orlando Carlson,52,"50 and above",VIP,2013-07-23,158,5,8123,1624,5,5,23,353.1739130434782609
895,AW00011894,Ann Gonzalez,46,"40 - 49",VIP,2013-07-06,158,9,8223,913,9,9,22,373.7727272727272727
896,AW00011895,Dustin Chander,51,"50 and above",VIP,2013-07-25,158,5,8149,1629,5,5,22,370.4090909090909091
897,AW00011896,Frank Carlson,51,"50 and above",VIP,2013-07-11,158,6,8118,1353,6,6,22,369.0000000000000000
898,AW00011897,Orlando Ashe,52,"50 and above",VIP,2013-10-14,155,6,8203,1367,6,6,26,315.5000000000000000
899,AW00011898,Angela Henderson,50,"50 and above",VIP,2013-07-23,158,6,8179,1363,6,6,22,371.7727272727272727
900,AW00011899,Brenda Perez,50,"50 and above",VIP,2013-07-08,158,7,8189,1169,7,7,22,372.2272727272727273
901,AW00011900,Byron Carlson,45,"40 - 49",VIP,2013-07-11,158,7,8257,1179,7,7,22,375.3181818181818182
902,AW00011901,Stacy Alvarez,53,"50 and above",VIP,2013-11-09,154,7,8248,1178,7,7,26,317.2307692307692308
903,AW00011902,Drew Pal,54,"50 and above",new,2013-12-29,153,6,62,10,6,6,10,6.2000000000000000
904,AW00011903,Kate Raji,40,"40 - 49",VIP,2013-07-13,158,4,8108,2027,4,4,22,368.5454545454545455
905,AW00011904,Kaylee Cook,40,"40 - 49",VIP,2013-07-01,158,7,8214,1173,7,7,22,373.3636363636363636
906,AW00011905,Isaiah Ramirez,51,"50 and above",VIP,2013-07-06,158,7,8156,1165,7,7,23,354.6086956521739130
907,AW00011906,Gabriella Sanders,54,"50 and above",VIP,2013-07-12,158,7,8151,1164,7,7,22,370.5000000000000000
908,AW00011907,Sarah Garcia,53,"50 and above",VIP,2013-07-20,158,5,8135,1627,5,5,22,369.7727272727272727
909,AW00011908,Rafael Tang,54,"50 and above",VIP,2013-08-23,157,3,8079,2693,3,3,23,351.2608695652173913
910,AW00011909,Nichole She,55,"50 and above",VIP,2013-08-01,157,7,8105,1157,7,7,23,352.3913043478260870
911,AW00011910,Jaclyn Zheng,54,"50 and above",VIP,2013-08-03,157,5,8113,1622,5,5,22,368.7727272727272727
912,AW00011911,Rachael Kapoor,54,"50 and above",new,2013-12-21,153,4,62,15,4,4,6,10.3333333333333333
913,AW00011912,Rachael Sai,,"50 and above",VIP,2013-11-22,154,6,8095,1349,6,6,25,323.8000000000000000
914,AW00011913,Rebecca Robinson,55,"50 and above",new,2013-12-26,153,4,41,10,4,4,0,0
915,AW00011914,Meagan Rana,47,"40 - 49",VIP,2013-08-23,157,8,8166,1020,8,8,22,371.1818181818181818
916,AW00011915,Philip Carlson,,"50 and above",VIP,2013-08-24,157,8,8143,1017,8,8,22,370.1363636363636364
917,AW00011916,Joe Rana,50,"50 and above",VIP,2013-08-21,157,7,8179,1168,7,7,22,371.7727272727272727
918,AW00011917,Roy Sanz,55,"50 and above",VIP,2013-08-19,157,6,8121,1353,6,6,22,369.1363636363636364
919,AW00011918,Kaylee Hill,57,"50 and above",VIP,2013-11-25,154,8,8205,1025,8,8,25,328.2000000000000000
920,AW00011919,Warren Andersen,57,"50 and above",VIP,2013-12-21,153,8,8172,1021,8,8,26,314.3076923076923077
921,AW00011920,Adrienne Gomez,51,"50 and above",VIP,2013-12-11,153,7,8156,1165,7,7,26,313.6923076923076923
922,AW00011921,Gilbert Zhu,56,"50 and above",new,2013-11-23,154,5,63,12,5,5,2,31.5000000000000000
923,AW00011922,James Davis,41,"40 - 49",new,2013-10-23,155,12,276,23,12,12,8,34.5000000000000000
924,AW00011923,Sarah Bryant,41,"40 - 49",new,2014-01-09,152,2,43,21,2,2,11,3.9090909090909091
925,AW00011924,Ian Long,41,"40 - 49",VIP,2013-06-19,159,5,5897,1179,5,5,20,294.8500000000000000
926,AW00011925,Ashlee Jai,42,"40 - 49",VIP,2013-06-19,159,5,5968,1193,5,5,20,298.4000000000000000
927,AW00011926,Eduardo Foster,43,"40 - 49",new,2013-06-18,159,3,48,16,3,3,1,48.0000000000000000
928,AW00011927,Nicole Murphy,42,"40 - 49",new,2014-01-28,152,3,52,17,3,3,0,0
929,AW00011928,Isabella Morris,42,"40 - 49",new,2013-12-13,153,3,48,16,3,3,7,6.8571428571428571
930,AW00011929,Virginia Gonzalez,64,"50 and above",regular,2013-12-17,153,8,4965,620,8,8,26,190.9615384615384615
931,AW00011930,Jaclyn Nara,73,"50 and above",VIP,2013-12-16,153,5,5035,1007,5,5,26,193.6538461538461538
932,AW00011931,Marcus Adams,42,"40 - 49",new,2013-11-03,154,7,234,33,7,7,9,26.0000000000000000
933,AW00011932,Elizabeth Coleman,42,"40 - 49",new,2013-07-25,158,6,136,22,6,6,3,45.3333333333333333
934,AW00011933,Mathew Rubio,44,"40 - 49",VIP,2013-06-27,159,3,5933,1977,3,3,20,296.6500000000000000
935,AW00011934,Justin Shan,43,"40 - 49",VIP,2013-06-10,159,5,5994,1198,5,5,19,315.4736842105263158
936,AW00011935,Jessica Taylor,43,"40 - 49",new,2013-06-06,159,1,35,35,1,1,0,0
937,AW00011936,Hunter Clark,43,"40 - 49",new,2013-04-05,161,3,42,14,3,3,0,0
938,AW00011937,Devin Perez,43,"40 - 49",VIP,2013-07-02,158,4,5888,1472,4,4,21,280.3809523809523810
939,AW00011938,Seth Alexander,43,"40 - 49",new,2014-01-09,152,2,43,21,2,2,10,4.3000000000000000
940,AW00011939,Kevin Washington,43,"40 - 49",VIP,2013-06-19,159,5,5977,1195,5,5,19,314.5789473684210526
941,AW00011940,Tyler Miller,43,"40 - 49",new,2013-12-25,153,2,70,35,2,2,4,17.5000000000000000
942,AW00011941,Adam Roberts,44,"40 - 49",new,2013-11-02,154,5,109,21,5,5,3,36.3333333333333333
943,AW00011942,George Gonzalez,71,"50 and above",regular,2013-12-19,153,7,4827,689,8,7,26,185.6538461538461538
944,AW00011943,Dawn Huang,72,"50 and above",regular,2013-12-13,153,7,4734,676,7,7,26,182.0769230769230769
945,AW00011944,Rachael Rodriguez,70,"50 and above",regular,2013-12-20,153,9,4776,530,9,9,26,183.6923076923076923
946,AW00011945,Dennis Huang,40,"40 - 49",VIP,2013-09-28,156,4,5910,1477,4,4,23,256.9565217391304348
947,AW00011946,Brandy Saunders,70,"50 and above",regular,2013-12-22,153,5,4697,939,5,5,26,180.6538461538461538
948,AW00011947,Jenny Zheng,69,"50 and above",regular,2013-12-27,153,6,4747,791,6,6,26,182.5769230769230769
949,AW00011948,Tasha Xu,69,"50 and above",new,2013-10-06,155,4,82,20,4,4,1,82.0000000000000000
950,AW00011949,Julia Brooks,40,"40 - 49",new,2013-09-24,156,2,70,35,2,2,2,35.0000000000000000
951,AW00011950,Jordan Carter,41,"40 - 49",new,2013-11-07,154,4,110,27,4,4,9,12.2222222222222222
952,AW00011951,Lacey Huang,68,"50 and above",new,2013-11-12,154,8,63,7,8,8,3,21.0000000000000000
953,AW00011952,Dorothy Robinson,66,"50 and above",VIP,2013-08-07,157,7,8169,1167,7,7,22,371.3181818181818182
954,AW00011953,Courtney Wright,45,"40 - 49",new,2013-09-16,156,6,65,10,6,6,7,9.2857142857142857
955,AW00011954,Joseph Garcia,45,"40 - 49",VIP,2013-06-18,159,4,5910,1477,4,4,19,311.0526315789473684
956,AW00011955,Gabriel Green,45,"40 - 49",VIP,2013-06-28,159,3,5953,1984,3,3,20,297.6500000000000000
957,AW00011956,Alexandria Sandberg,41,"40 - 49",VIP,2013-06-01,159,2,5873,2936,2,2,20,293.6500000000000000
958,AW00011957,Courtney Hernandez,47,"40 - 49",new,2014-01-08,152,6,91,15,6,6,11,8.2727272727272727
959,AW00011958,Dylan Lal,48,"40 - 49",new,2013-11-10,154,5,160,32,5,5,5,32.0000000000000000
960,AW00011959,Elizabeth Davis,47,"40 - 49",new,2013-11-10,154,4,139,34,4,4,8,17.3750000000000000
961,AW00011960,Ana Griffin,47,"40 - 49",new,2013-07-28,158,3,75,25,3,3,4,18.7500000000000000
962,AW00011961,Anne Alvarez,47,"40 - 49",new,2013-10-08,155,3,72,24,3,3,8,9.0000000000000000
963,AW00011962,Alexandra Roberts,44,"40 - 49",new,2013-08-16,157,4,103,25,4,4,0,0
964,AW00011963,Antonio Patterson,65,"50 and above",VIP,2013-08-23,157,5,8068,1613,5,5,22,366.7272727272727273
965,AW00011964,Sharon Salavaria,59,"50 and above",VIP,2013-08-09,157,6,8173,1362,6,6,22,371.5000000000000000
966,AW00011965,Katie She,64,"50 and above",new,2013-12-01,153,6,118,19,6,6,10,11.8000000000000000
967,AW00011966,Rafael Black,59,"50 and above",new,2013-12-18,153,4,55,13,4,4,1,55.0000000000000000
968,AW00011967,Latasha Munoz,64,"50 and above",VIP,2013-08-07,157,6,8153,1358,6,6,22,370.5909090909090909
969,AW00011968,Kelsey Becker,62,"50 and above",VIP,2013-08-17,157,3,8079,2693,3,3,22,367.2272727272727273
970,AW00011969,Randy Xu,62,"50 and above",VIP,2013-08-16,157,6,8173,1362,6,6,22,371.5000000000000000
971,AW00011970,Bailey Collins,41,"40 - 49",new,2013-09-21,156,4,110,27,4,4,4,27.5000000000000000
972,AW00011971,Amanda Adams,47,"40 - 49",new,2013-11-25,154,5,134,26,5,5,7,19.1428571428571429
973,AW00011972,Katherine Williams,47,"40 - 49",new,2013-12-22,153,6,65,10,6,6,1,65.0000000000000000
974,AW00011973,Caroline Barnes,47,"40 - 49",new,2013-03-10,162,5,89,17,5,5,1,89.0000000000000000
975,AW00011974,Randy Sun,47,"40 - 49",new,2013-12-05,153,6,113,18,6,6,2,56.5000000000000000
976,AW00011975,Destiny Garcia,46,"40 - 49",new,2013-10-14,155,6,209,34,6,6,3,69.6666666666666667
977,AW00011976,Audrey Ramos,56,"50 and above",VIP,2013-08-25,157,6,8087,1347,6,6,22,367.5909090909090909
978,AW00011977,Bonnie Jai,61,"50 and above",VIP,2013-08-15,157,8,8213,1026,8,8,21,391.0952380952380952
979,AW00011978,Jackson Washington,48,"40 - 49",new,2013-11-13,154,3,75,25,3,3,9,8.3333333333333333
980,AW00011979,Christopher Johnson,63,"50 and above",new,2013-05-08,160,8,4814,601,8,8,3,1604.6666666666666667
981,AW00011980,Kimberly Richardson,63,"50 and above",new,2013-11-28,154,5,108,21,5,5,2,54.0000000000000000
982,AW00011981,Alexandria Howard,64,"50 and above",new,2014-01-28,152,6,120,20,6,6,9,13.3333333333333333
983,AW00011982,Alexandra Foster,63,"50 and above",new,2013-10-02,155,5,105,21,5,5,2,52.5000000000000000
984,AW00011983,Cheryl Ortega,58,"50 and above",VIP,2013-02-21,163,2,5873,2936,2,2,15,391.5333333333333333
985,AW00011984,Alex Campbell,63,"50 and above",new,2013-05-06,160,6,4730,788,6,6,3,1576.6666666666666667
986,AW00011985,Melanie Hughes,63,"50 and above",new,2014-01-05,152,3,90,30,3,3,11,8.1818181818181818
987,AW00011986,Max Alvarez,57,"50 and above",VIP,2013-08-27,157,11,8245,749,11,11,21,392.6190476190476190
988,AW00011987,Diane Vazquez,53,"50 and above",new,2013-11-10,154,8,278,34,8,8,5,55.6000000000000000
989,AW00011988,Kathryn Chapman,58,"50 and above",VIP,2013-08-06,157,6,8078,1346,6,6,21,384.6666666666666667
990,AW00011989,Kara Anand,42,"40 - 49",VIP,2013-08-06,157,5,8140,1628,5,5,21,387.6190476190476190
991,AW00011990,Joanna Vazquez,58,"50 and above",VIP,2013-08-22,157,7,8164,1166,7,7,21,388.7619047619047619
992,AW00011991,Frederick Martinez,58,"50 and above",VIP,2013-12-19,153,6,8128,1354,6,6,25,325.1200000000000000
993,AW00011992,Tonya Chande,54,"50 and above",VIP,2013-12-11,153,5,8123,1624,5,5,25,324.9200000000000000
994,AW00011993,Rosa Wang,49,"40 - 49",VIP,2013-12-23,153,7,8131,1161,7,7,25,325.2400000000000000
995,AW00011994,Leah Hu,48,"40 - 49",VIP,2013-08-23,157,5,8169,1633,5,5,21,389.0000000000000000
996,AW00011995,Kelvin Carson,60,"50 and above",VIP,2013-12-10,153,7,8249,1178,7,7,25,329.9600000000000000
997,AW00011996,Veronica Srini,60,"50 and above",VIP,2013-08-02,157,11,7059,641,11,11,21,336.1428571428571429
998,AW00011997,Kristina Kapoor,55,"50 and above",VIP,2013-08-14,157,7,7030,1004,7,7,21,334.7619047619047619
999,AW00011998,Donna Sharma,60,"50 and above",VIP,2013-08-28,157,7,6962,994,7,7,21,331.5238095238095238
1000,AW00011999,Johnny Shan,60,"50 and above",VIP,2013-08-02,157,9,7043,782,9,9,21,335.3809523809523810
1001,AW00012000,Ashley Russell,56,"50 and above",VIP,2013-08-15,157,8,8183,1022,8,8,21,389.6666666666666667
1002,AW00012001,Shannon Yang,44,"40 - 49",VIP,2013-08-14,157,7,8113,1159,7,7,21,386.3333333333333333
1003,AW00012002,Adriana Lopez,57,"50 and above",VIP,2013-08-03,157,6,8145,1357,6,6,21,387.8571428571428571
1004,AW00012003,Audrey Munoz,47,"40 - 49",VIP,2013-08-10,157,8,8256,1032,8,8,21,393.1428571428571429
1005,AW00012004,Jarrod Suri,51,"50 and above",VIP,2013-08-08,157,4,8114,2028,4,4,21,386.3809523809523810
1006,AW00012005,Gilbert Shen,53,"50 and above",VIP,2013-08-17,157,6,6985,1164,6,6,21,332.6190476190476190
1007,AW00012006,Richard Blue,53,"50 and above",new,2013-07-29,158,6,144,24,6,6,2,72.0000000000000000
1008,AW00012007,Shannon Sun,59,"50 and above",VIP,2013-09-21,156,8,7024,878,8,8,21,334.4761904761904762
1009,AW00012008,Sharon Yuan,59,"50 and above",new,2014-01-20,152,5,79,15,5,5,7,11.2857142857142857
1010,AW00012009,Ann Martinez,63,"50 and above",VIP,2013-08-13,157,7,8195,1170,7,7,20,409.7500000000000000
1011,AW00012010,Max Serrano,64,"50 and above",VIP,2013-08-06,157,8,8203,1025,8,8,20,410.1500000000000000
1012,AW00012011,Morgan Johnson,86,"50 and above",regular,2013-12-15,153,6,4736,789,6,6,24,197.3333333333333333
1013,AW00012012,Monica Schmidt,54,"50 and above",new,2013-08-12,157,4,74,18,4,4,6,12.3333333333333333
1014,AW00012013,Kayla Lewis,68,"50 and above",regular,2013-03-09,162,3,3950,1316,3,3,15,263.3333333333333333
1015,AW00012014,Devin Sanders,72,"50 and above",regular,2013-05-29,160,3,3950,1316,3,3,17,232.3529411764705882
1016,AW00012015,Jacob White,44,"40 - 49",new,2013-04-22,161,3,62,20,3,3,0,0
1017,AW00012016,Meredith Serrano,45,"40 - 49",VIP,2013-06-01,159,4,5913,1478,4,4,19,311.2105263157894737
1018,AW00012017,David Simmons,44,"40 - 49",new,2013-03-20,162,3,2340,780,3,3,0,0
1019,AW00012018,Devin Henderson,40,"40 - 49",VIP,2013-09-24,156,6,6012,1002,6,6,23,261.3913043478260870
1020,AW00012019,Gabrielle Cox,40,"40 - 49",new,2013-09-25,156,3,75,25,3,3,0,0
1021,AW00012020,Olivia Rogers,41,"40 - 49",new,2013-10-12,155,3,804,268,3,3,0,0
1022,AW00012021,Deborah Yuan,75,"50 and above",regular,2013-05-13,160,5,4044,808,5,5,17,237.8823529411764706
1023,AW00012022,Jose Wright,40,"40 - 49",new,2013-09-02,156,6,136,22,6,6,1,136.0000000000000000
1024,AW00012023,Fernando Johnson,42,"40 - 49",VIP,2013-10-03,155,3,5933,1977,3,3,24,247.2083333333333333
1025,AW00012024,Samuel Edwards,42,"40 - 49",new,2013-08-17,157,4,84,21,4,4,6,14.0000000000000000
1026,AW00012025,Logan Diaz,42,"40 - 49",VIP,2013-06-13,159,4,5910,1477,4,4,19,311.0526315789473684
1027,AW00012026,Lucas Flores,42,"40 - 49",VIP,2013-06-01,159,5,5977,1195,5,5,19,314.5789473684210526
1028,AW00012027,Haley Wood,42,"40 - 49",VIP,2013-07-26,158,4,5913,1478,4,4,20,295.6500000000000000
1029,AW00012028,Sarah Lewis,43,"40 - 49",new,2013-09-26,156,2,40,20,2,2,0,0
1030,AW00012029,Damien Hu,43,"40 - 49",new,2013-08-02,157,4,55,13,4,4,0,0
1031,AW00012030,Ana Washington,44,"40 - 49",VIP,2013-07-26,158,4,5970,1492,4,4,20,298.5000000000000000
1032,AW00012031,Logan Jai,41,"40 - 49",new,2013-11-06,154,1,769,769,1,1,0,0
1033,AW00012032,Tyler Taylor,41,"40 - 49",new,2013-02-20,163,4,615,153,4,4,0,0
1034,AW00012033,Kristen Guo,41,"40 - 49",VIP,2013-07-13,158,4,5949,1487,4,4,20,297.4500000000000000
